iter	Logloss
211	0.08542157953
212	0.08501191573
213	0.08433881239
214	0.08361356909
215	0.08272269856
216	0.08203255046
217	0.0816003626
218	0.08091783524
219	0.07994645726
220	0.07908827175
221	0.078526809
222	0.07800938866
223	0.07734837966
224	0.07672871676
225	0.07601716302
226	0.07558590282
227	0.07494387193
228	0.07478301308
229	0.07439942793
230	0.07384998148
231	0.07345498692
232	0.07282817147
233	0.07215974114
234	0.07157660831
235	0.07152587717
236	0.07086759481
237	0.07040736025
238	0.06964485862
239	0.06952540658
240	0.06893303178
241	0.068572868
242	0.06797056198
243	0.0673293027
244	0.06680452173
245	0.06628138802
246	0.06586296775
247	0.06530710134
248	0.0648106575
249	0.06411415447
250	0.06371592608
251	0.06353701678
252	0.0631565961
253	0.06270562952
254	0.06259821112
255	0.06210368763
256	0.06158505787
257	0.06100202907
258	0.06095568917
259	0.06051464948
260	0.06016405279
261	0.05967297554
262	0.05929282362
263	0.05888293006
264	0.05842678764
265	0.05795155872
266	0.05755932548
267	0.05730453838
268	0.05716731332
269	0.05676943172
270	0.0566031456
271	0.05648206364
272	0.0560069431
273	0.05561905774
274	0.05534691811
275	0.05498547988
276	0.0544624502
277	0.0540360234
278	0.05360368382
279	0.05321678682
280	0.05318892652
281	0.05283390392
282	0.05273140127
283	0.05250069445
284	0.05216687809
285	0.05182893059
286	0.05152625604
287	0.05132630088
288	0.05101677288
289	0.05068713968
290	0.05059116537
291	0.05032558441
292	0.04998067076
293	0.04993849234
294	0.04965276718
295	0.04928692904
296	0.0491854581
297	0.04891708981
298	0.04861963445
299	0.04841866493
300	0.04810239185
301	0.04807206067
302	0.04803595109
303	0.04780729467
304	0.04774768569
305	0.04734194495
306	0.04705419107
307	0.04676877369
308	0.04645419554
309	0.04597214352
310	0.04570482861
311	0.04543318315
312	0.04524152062
313	0.04494067105
314	0.04474050348
315	0.04469575882
316	0.04442091422
317	0.04411396547
318	0.04383338581
319	0.04381093112
320	0.04367482012
321	0.04339503808
322	0.0432793964
323	0.04300035997
324	0.04297331897
325	0.0427292347
326	0.04260767156
327	0.04259243445
328	0.04234675928
329	0.04204272357
330	0.04173691923
331	0.04148879051
332	0.04146386927
333	0.04118462909
334	0.0408615329
335	0.04055719809
336	0.04024582343
337	0.0399652221
338	0.03995585875
339	0.03976765979
340	0.03959222707
341	0.03958178
342	0.03942950856
343	0.03932740905
344	0.0390821717
345	0.03881958615
346	0.03854679194
347	0.03820471764
348	0.03798335249
349	0.03795778101
350	0.03768353029
351	0.03740741556
352	0.03724381707
353	0.03707838925
354	0.03684584011
355	0.0366788604
356	0.03642098253
357	0.03620844754
358	0.036178021
359	0.03592937426
360	0.03558205908
361	0.03537766283
362	0.03526070335
363	0.03517227823
364	0.0350118377
365	0.03495480364
366	0.03486434763
367	0.03485683094
368	0.03467675339
369	0.03441850922
370	0.03427444805
371	0.03426426107
372	0.03421616338
373	0.03405344703
374	0.03375835852
375	0.0336573384
376	0.03340991194
377	0.03322910612
378	0.03309099891
379	0.03289512721
380	0.03268399239
381	0.03257885629
382	0.03245242292
383	0.03226962957
384	0.0320980072
385	0.03183068579
386	0.03163611889
387	0.03148299781
388	0.03142351454
389	0.03128406785
390	0.03115608042
391	0.03106026649
392	0.03093608943
393	0.03091923974
394	0.03081745451
395	0.03059714924
396	0.03058547107
397	0.03046038151
398	0.03037013574
399	0.03030748584
400	0.03006683263
401	0.02987607176
402	0.02967910767
403	0.02965620865
404	0.02954335213
405	0.02945117734
406	0.02923258868
407	0.02919937047
408	0.02902354761
409	0.02892182524
410	0.02869107506
411	0.02867230936
412	0.02853106585
413	0.02844684124
414	0.02832688635
415	0.02814504884
416	0.02800944718
417	0.0280024897
418	0.02784836942
419	0.02774291255
420	0.02756983584
421	0.0274036971
422	0.0272465164
423	0.02713326974
424	0.02698397203
425	0.0269072511
426	0.02681061138
427	0.02668848038
428	0.02652839747
429	0.02644027797
430	0.02637005286
431	0.02627986128
432	0.02610510913
433	0.02602884119
434	0.02590186813
435	0.02581085075
436	0.02580461502
437	0.02572452372
438	0.02559830492
439	0.02546590458
440	0.02537311207
441	0.02535096299
442	0.02522727359
443	0.0250646873
444	0.02490694956
445	0.0249009089
446	0.02473407008
447	0.0245954817
448	0.02456624725
449	0.02451226495
450	0.02435795177
451	0.02426997098
452	0.02418031476
453	0.02409701781
454	0.02398840731
455	0.02395637252
456	0.02389803366
457	0.02376625104
458	0.0237625729
459	0.02366943793
460	0.02354570302
461	0.02348742919
462	0.02342456037
463	0.02323341803
464	0.02312588692
465	0.02300935659
466	0.02295875766
467	0.02290039713
468	0.02277654735
469	0.02263564413
470	0.02252752998
471	0.02251704173
472	0.02247208032
473	0.02239781726
474	0.02231070562
475	0.02222049453
476	0.02212853865
477	0.02203090191
478	0.02199155201
479	0.02186811187
480	0.02176096873
481	0.02172634818
482	0.02159361189
483	0.02146993334
484	0.02138693983
485	0.02134083401
486	0.02126378363
487	0.02123012759
488	0.02116014741
489	0.02115581252
490	0.02105516954
491	0.02095034339
492	0.02090506987
493	0.0208981579
494	0.02088502971
495	0.02079139406
496	0.02075330127
497	0.02071726539
498	0.0207081578
499	0.02065941854
72
2328
